FULL_NAME,PLAYER_ID,SEASON_ID,RANK_PG_EFF,EFF_CHANGE,TARGET,TEAM_ABBREVIATION,PLAYER_AGE,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,POSITION,GP_career,GS_career,MIN_career,FGM_career,FGA_career,FG_PCT_career,FG3M_career,FG3A_career,FG3_PCT_career,FTM_career,FTA_career,FT_PCT_career,OREB_career,DREB_career,REB_career,AST_career,STL_career,BLK_career,TOV_career,PF_career,PTS_career
Aaron Brooks,201166,2014-15,162,-77,True,CHI,30,82,23.0,4.2,10.0,0.42100000000000004,1.5,3.8,0.387,1.8,2.1,0.833,0.4,1.6,2.0,3.2,0.7,0.2,1.9,2.3,11.6,PG,645,183,20.8,3.5,8.5,0.413,1.3,3.4,0.37,1.4,1.7,0.8370000000000001,0.4,1.3,1.7,3.0,0.6,0.1,1.6,1.9,9.7
Marc Gasol,201188,2017-18,27,-17,True,MEM,33,73,33.0,5.9,14.2,0.42,1.5,4.4,0.341,3.8,4.6,0.8340000000000001,1.1,7.0,8.1,4.2,0.7,1.4,2.7,2.5,17.2,C,891,866,32.2,5.2,10.8,0.48100000000000004,0.5,1.3,0.36,3.2,4.1,0.7759999999999999,1.6,5.8,7.4,3.4,0.9,1.4,2.0,2.9,14.0
C.J. Watson,201228,2012-13,175,-40,True,BKN,29,80,19.0,2.4,5.7,0.418,1.1,2.7,0.41100000000000003,0.9,1.1,0.78,0.5,1.3,1.8,2.0,0.8,0.2,0.9,1.5,6.8,PG,600,104,20.2,2.5,6.0,0.419,0.8,2.1,0.373,1.4,1.7,0.812,0.4,1.6,1.9,2.5,0.9,0.1,1.1,1.5,7.2
Anthony Tolliver,201229,2017-18,173,-75,True,DET,33,79,22.2,2.8,6.0,0.46399999999999997,2.0,4.6,0.436,1.3,1.7,0.797,0.6,2.4,3.1,1.1,0.4,0.3,0.7,1.8,8.9,PF,730,105,19.4,2.0,4.8,0.414,1.2,3.2,0.373,0.9,1.2,0.7709999999999999,0.7,2.6,3.3,0.9,0.4,0.3,0.6,1.6,6.1
Russell Westbrook,201566,2020-21,4,-34,True,WAS,32,65,36.4,8.4,19.0,0.439,1.3,4.2,0.315,4.2,6.4,0.6559999999999999,1.7,9.9,11.5,11.7,1.4,0.4,4.8,2.9,22.2,PG,1062,1007,34.5,8.1,18.4,0.43700000000000006,1.1,3.7,0.304,5.3,6.8,0.7809999999999999,1.6,5.7,7.4,8.4,1.6,0.3,4.1,2.6,22.5
Kevin Love,201567,2021-22,66,-62,True,CLE,33,74,22.5,4.4,10.3,0.43,2.5,6.4,0.392,2.2,2.7,0.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4,13.6,PF,849,662,30.4,5.7,12.9,0.439,1.8,4.9,0.37200000000000005,4.1,4.9,0.83,2.5,8.0,10.5,2.3,0.6,0.4,1.9,2.0,17.2
Danilo Gallinari,201568,2019-20,62,-39,True,OKC,31,62,29.6,5.8,13.2,0.43799999999999994,2.9,7.1,0.405,4.3,4.8,0.893,0.5,4.6,5.2,1.9,0.7,0.1,1.2,1.2,18.7,SF,728,563,29.9,4.7,11.1,0.428,2.0,5.1,0.382,4.1,4.7,0.877,0.7,4.1,4.8,1.9,0.7,0.4,1.2,1.8,15.6
Eric Gordon,201569,2017-18,100,-39,True,HOU,29,69,31.2,6.0,14.1,0.428,3.2,8.8,0.359,2.8,3.5,0.809,0.4,2.1,2.5,2.2,0.6,0.4,1.9,1.7,18.0,SG,787,608,32.3,5.5,12.8,0.428,2.3,6.2,0.37,2.9,3.5,0.81,0.4,2.0,2.4,2.8,0.8,0.3,1.9,1.8,16.2
D.J. Augustin,201571,2018-19,101,-57,True,ORL,31,81,28.0,3.9,8.4,0.47,1.6,3.8,0.42100000000000004,2.2,2.6,0.866,0.5,2.0,2.5,5.3,0.6,0.0,1.6,1.4,11.7,PG,976,334,23.4,3.1,7.4,0.41200000000000003,1.3,3.4,0.381,2.1,2.4,0.867,0.3,1.6,1.8,3.9,0.6,0.0,1.5,1.4,9.5
Robin Lopez,201577,2018-19,144,-99,True,CHI,31,74,21.7,4.1,7.2,0.568,0.1,0.4,0.226,1.2,1.7,0.7240000000000001,1.9,2.0,3.9,1.2,0.1,1.1,1.3,1.7,9.5,C,964,604,21.6,3.6,6.7,0.537,0.1,0.2,0.298,1.3,1.8,0.742,2.2,2.6,4.8,0.8,0.2,1.1,1.1,1.9,8.6
Courtney Lee,201584,2012-13,156,-10,True,BOS,27,78,24.9,3.2,6.8,0.46399999999999997,0.7,2.0,0.37200000000000005,0.8,0.9,0.861,0.4,2.0,2.4,1.8,1.1,0.3,1.1,1.8,7.8,SG,811,518,27.1,3.7,8.1,0.451,1.1,2.8,0.38799999999999996,1.2,1.4,0.853,0.4,2.2,2.6,1.7,1.0,0.3,0.9,1.7,9.6
Serge Ibaka,201586,2014-15,39,-28,True,OKC,25,64,33.1,5.8,12.3,0.47600000000000003,1.2,3.2,0.376,1.4,1.7,0.836,2.1,5.7,7.8,0.9,0.5,2.4,1.5,3.0,14.3,PF,919,697,27.3,5.0,9.7,0.513,0.7,1.9,0.359,1.4,1.8,0.757,2.1,5.0,7.1,0.8,0.4,1.9,1.3,2.7,12.0
Nicolas Batum,201587,2021-22,133,-49,True,LAC,33,59,24.8,3.0,6.6,0.46299999999999997,1.8,4.6,0.4,0.4,0.6,0.6579999999999999,0.5,3.8,4.3,1.7,1.0,0.7,0.7,1.4,8.3,SF,957,815,30.3,3.9,8.9,0.43700000000000006,1.6,4.4,0.364,1.5,1.8,0.833,1.0,4.1,5.1,3.4,0.9,0.6,1.6,1.7,10.9
George Hill,201588,2017-18,143,-48,True,TOT,32,67,27.0,3.5,7.7,0.46,1.3,3.1,0.415,1.6,2.1,0.7859999999999999,0.6,2.1,2.7,2.8,0.9,0.4,1.3,1.9,10.0,PG,901,483,27.0,3.7,8.2,0.456,1.2,3.1,0.379,1.9,2.4,0.805,0.6,2.4,3.0,3.1,0.9,0.3,1.2,1.9,10.5
DeAndre Jordan,201599,2018-19,29,-29,True,TOT,30,69,29.7,4.1,6.5,0.6409999999999999,0.0,0.0,0.0,2.7,3.8,0.705,3.3,9.8,13.1,2.3,0.6,1.1,2.2,2.4,11.0,C,1010,780,26.4,3.6,5.4,0.674,0.0,0.0,0.154,1.7,3.6,0.475,3.0,7.2,10.2,0.9,0.5,1.5,1.4,2.5,9.0
Luc Mbah a Moute,201601,2014-15,164,-99,True,PHI,28,67,28.6,3.7,9.5,0.395,0.9,3.0,0.307,1.4,2.4,0.589,1.2,3.7,4.9,1.6,1.2,0.3,1.5,1.6,9.9,SF,689,453,23.3,2.4,5.4,0.45399999999999996,0.3,0.9,0.33399999999999996,1.2,1.8,0.659,1.4,2.7,4.1,0.9,0.9,0.4,0.9,1.8,6.4
Goran Dragic,201609,2013-14,26,-25,True,PHX,28,76,35.1,7.3,14.4,0.505,1.6,3.9,0.408,4.2,5.5,0.76,0.9,2.3,3.2,5.9,1.4,0.3,2.8,2.7,20.3,PG,929,530,27.3,4.9,10.7,0.46,1.2,3.4,0.36200000000000004,2.4,3.1,0.765,0.7,2.3,3.0,4.7,0.9,0.2,2.2,2.3,13.5
James Johnson,201949,2020-21,177,-18,True,TOT,34,51,20.5,2.9,6.4,0.446,0.6,2.4,0.258,0.9,1.5,0.5920000000000001,0.6,2.8,3.5,1.9,0.8,0.8,1.1,2.4,7.2,SF,758,243,20.3,3.0,6.4,0.474,0.5,1.7,0.302,1.1,1.6,0.679,0.8,2.8,3.5,2.1,0.8,0.9,1.4,2.3,7.6
Jeff Teague,201952,2019-20,127,-81,True,TOT,32,59,24.8,3.6,8.3,0.436,0.7,2.0,0.368,2.9,3.3,0.873,0.5,1.9,2.4,5.2,0.7,0.3,2.0,1.8,10.9,PG,826,600,26.8,4.3,9.7,0.444,0.9,2.4,0.36,2.7,3.2,0.8440000000000001,0.3,2.1,2.4,5.6,1.1,0.3,2.2,1.9,12.2
Taj Gibson,201959,2018-19,84,-106,True,MIN,34,70,24.1,4.3,7.7,0.5660000000000001,0.2,0.5,0.324,1.9,2.5,0.757,2.5,4.1,6.5,1.2,0.8,0.6,1.0,2.7,10.8,PF,922,449,24.1,3.7,7.1,0.518,0.1,0.2,0.254,1.5,2.1,0.713,2.2,3.8,6.0,1.0,0.6,1.0,1.1,2.5,8.9
DeMarre Carroll,201960,2017-18,75,-67,True,BKN,31,73,29.9,4.5,10.8,0.414,2.0,5.4,0.371,2.6,3.4,0.764,1.4,5.1,6.6,2.0,0.8,0.4,1.4,2.3,13.5,SF,578,339,23.7,3.1,7.3,0.43,1.1,3.2,0.358,1.5,2.1,0.741,1.1,3.1,4.2,1.3,0.9,0.3,0.9,1.9,8.9
Wayne Ellington,201961,2016-17,195,27,True,MIA,29,62,24.2,3.7,9.0,0.41600000000000004,2.4,6.4,0.37799999999999995,0.6,0.7,0.86,0.3,1.8,2.1,1.1,0.6,0.1,0.5,1.1,10.5,SG,770,206,20.9,2.9,7.1,0.41,1.6,4.1,0.382,0.7,0.8,0.843,0.3,1.8,2.1,1.1,0.5,0.1,0.7,1.1,8.0
Patrick Beverley,201976,2021-22,95,-91,True,MIN,33,58,25.4,3.1,7.5,0.406,1.4,4.2,0.34299999999999997,1.7,2.3,0.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3.0,9.2,SG,561,473,27.3,3.0,7.3,0.413,1.6,4.1,0.376,1.1,1.4,0.759,1.1,3.1,4.2,3.4,1.1,0.5,1.3,3.1,8.7
Danny Green,201980,2020-21,132,-80,True,PHI,34,69,28.0,3.2,7.9,0.41200000000000003,2.5,6.3,0.405,0.4,0.6,0.775,0.8,3.0,3.8,1.7,1.3,0.8,1.0,1.8,9.5,SG,819,709,25.3,3.1,7.3,0.42100000000000004,1.9,4.8,0.39899999999999997,0.7,0.8,0.804,0.6,2.8,3.4,1.6,1.0,0.8,1.0,1.8,8.7
Patty Mills,201988,2018-19,170,-9,True,SAS,30,82,23.3,3.4,8.1,0.425,1.9,4.9,0.39399999999999996,1.1,1.3,0.8540000000000001,0.3,1.9,2.2,3.0,0.6,0.1,1.1,1.6,9.9,PG,846,106,20.5,3.2,7.6,0.42700000000000005,1.7,4.5,0.39,0.8,1.0,0.856,0.3,1.4,1.7,2.3,0.6,0.1,1.0,1.3,9.1
Garrett Temple,202066,2020-21,186,-35,True,CHI,35,56,27.3,2.8,6.8,0.415,1.2,3.6,0.335,0.7,0.9,0.8,0.5,2.3,2.9,2.2,0.8,0.5,1.0,2.3,7.6,SF,705,287,21.1,2.2,5.6,0.402,1.0,2.9,0.344,0.8,1.1,0.74,0.4,1.9,2.3,1.7,0.8,0.3,0.9,1.9,6.3
Wesley Matthews,202083,2014-15,70,-68,True,POR,28,60,33.7,5.6,12.5,0.44799999999999995,2.9,7.4,0.389,1.8,2.4,0.752,0.6,3.1,3.7,2.3,1.3,0.2,1.4,2.2,15.9,SG,925,754,30.0,4.1,9.7,0.42,1.9,5.2,0.377,1.8,2.2,0.8240000000000001,0.5,2.3,2.8,1.9,1.0,0.2,1.1,2.1,11.9
Ed Davis,202334,2014-15,66,-33,True,LAL,26,79,23.3,3.6,5.9,0.601,0.0,0.0,0.0,1.2,2.4,0.48700000000000004,2.9,4.7,7.6,1.2,0.6,1.2,0.7,2.6,8.3,PF,722,106,19.1,2.5,4.3,0.5670000000000001,0.0,0.0,0.0,1.0,1.8,0.583,2.2,4.2,6.4,0.7,0.5,0.8,0.7,2.4,5.9
Nemanja Bjelica,202357,2021-22,178,-8,True,GSW,34,71,16.1,2.3,4.8,0.46799999999999997,0.8,2.1,0.36200000000000004,0.8,1.1,0.728,0.9,3.3,4.1,2.2,0.6,0.4,1.2,1.8,6.1,PF,449,162,20.4,2.8,6.1,0.466,1.1,2.9,0.384,0.8,1.0,0.759,1.1,3.5,4.6,1.8,0.6,0.4,1.0,2.4,7.6
Ish Smith,202397,2016-17,127,11,True,DET,28,81,24.1,4.1,9.2,0.439,0.3,1.3,0.267,0.9,1.3,0.706,0.3,2.6,2.9,5.2,0.8,0.4,1.4,1.6,9.4,PG,739,167,19.6,3.2,7.4,0.43,0.4,1.3,0.325,0.7,1.0,0.6759999999999999,0.4,2.1,2.4,3.8,0.7,0.3,1.2,1.3,7.5
Markieff Morris,202693,2017-18,93,-65,True,WAS,28,73,27.0,4.5,9.4,0.48,1.0,2.8,0.36700000000000005,1.4,1.8,0.82,1.0,4.6,5.6,1.9,0.8,0.5,1.7,3.0,11.5,PF,735,377,24.4,4.1,9.3,0.446,0.9,2.5,0.344,1.6,2.1,0.778,1.2,3.9,5.1,1.6,0.8,0.5,1.5,2.7,10.8
Marcus Morris Sr.,202694,2022-23,107,-64,True,LAC,33,41,29.5,5.0,11.2,0.441,2.1,5.5,0.382,1.3,1.6,0.8029999999999999,0.5,4.2,4.8,1.7,0.7,0.5,1.0,2.3,13.3,PF,759,478,27.2,4.6,10.5,0.436,1.6,4.3,0.37799999999999995,1.7,2.2,0.774,0.9,3.7,4.6,1.5,0.7,0.3,1.2,2.2,12.5
Jimmy Butler,202710,2017-18,15,-18,True,MIN,28,59,36.7,7.4,15.6,0.474,1.2,3.4,0.35,6.2,7.2,0.8540000000000001,1.3,4.0,5.3,4.9,2.0,0.4,1.8,1.3,22.2,SG,721,616,33.2,5.8,12.6,0.46299999999999997,0.8,2.5,0.321,5.5,6.5,0.8420000000000001,1.6,3.8,5.3,4.2,1.7,0.5,1.6,1.4,17.9
Bojan Bogdanovic,202711,2019-20,75,-16,True,UTA,31,63,33.1,6.6,14.8,0.447,3.0,7.3,0.414,4.0,4.4,0.903,0.6,3.5,4.1,2.1,0.5,0.1,2.5,1.7,20.2,SF,647,530,29.2,5.3,11.6,0.45899999999999996,2.1,5.3,0.39399999999999996,2.7,3.1,0.8640000000000001,0.5,3.1,3.6,1.6,0.6,0.1,1.7,1.6,15.4
Pablo Prigioni,203143,2013-14,195,-39,True,NYK,37,66,19.4,1.3,2.9,0.461,1.0,2.1,0.46399999999999997,0.2,0.2,0.917,0.5,1.4,2.0,3.5,1.0,0.0,0.9,2.0,3.8,PG,270,51,16.9,1.2,2.9,0.425,0.8,2.0,0.379,0.3,0.3,0.872,0.5,1.3,1.9,2.8,1.0,0.0,1.0,1.6,3.5
Aron Baynes,203382,2015-16,182,-27,True,DET,29,81,15.2,2.4,4.7,0.505,0.0,0.0,0.0,1.6,2.0,0.764,1.7,3.0,4.7,0.6,0.3,0.6,0.8,1.9,6.3,C,522,168,16.0,2.4,4.9,0.489,0.2,0.7,0.308,1.0,1.2,0.794,1.5,3.0,4.6,0.8,0.2,0.5,0.9,2.2,6.0
Dewayne Dedmon,203473,2017-18,64,-10,True,ATL,28,62,24.9,4.0,7.7,0.524,0.8,2.3,0.355,1.1,1.4,0.779,1.6,6.3,7.9,1.5,0.6,0.8,1.4,2.6,10.0,C,506,209,17.4,2.5,4.8,0.527,0.4,1.1,0.336,1.0,1.3,0.735,1.5,4.3,5.8,0.7,0.5,0.8,1.0,2.5,6.4
Joe Ingles,204060,2018-19,81,-29,True,UTA,31,82,31.3,4.4,9.8,0.44799999999999995,2.3,5.9,0.391,1.1,1.5,0.7070000000000001,0.4,3.6,4.0,5.7,1.2,0.2,2.4,2.2,12.1,SF,602,313,25.6,3.0,6.8,0.44799999999999995,1.8,4.5,0.406,0.7,0.9,0.769,0.3,2.9,3.2,3.7,0.9,0.2,1.6,1.9,8.6
